onset	duration	sample	type	value
0.546875	0	281	trigger	254
1.552734375	0	796	trigger	111
364.8359375	0	186797	trigger	56
365.8359375	0	187309	trigger	36
368.00390625	0	188419	trigger	121
369.953125	0	189417	trigger	56
370.953125	0	189929	trigger	28
372.1796875	0	190557	trigger	120
373.802734375	0	191388	trigger	56
374.802734375	0	191900	trigger	28
376.484375	0	192761	trigger	120
378.134765625	0	193606	trigger	52
379.134765625	0	194118	trigger	12
380.259765625	0	194694	trigger	120
381.685546875	0	195424	trigger	58
382.685546875	0	195936	trigger	30
383.73046875	0	196471	trigger	120
385.134765625	0	197190	trigger	58
386.134765625	0	197702	trigger	30
387.396484375	0	198348	trigger	120
389.001953125	0	199170	trigger	57
390.001953125	0	199682	trigger	33
391.091796875	0	200240	trigger	120
392.5859375	0	201005	trigger	54
393.5859375	0	201517	trigger	22
394.66015625	0	202067	trigger	120
396.15234375	0	202831	trigger	52
397.15234375	0	203343	trigger	12
398.1796875	0	203869	trigger	120
399.76953125	0	204683	trigger	56
400.76953125	0	205195	trigger	36
402.337890625	0	205998	trigger	120
403.78515625	0	206739	trigger	56
404.78515625	0	207251	trigger	28
405.826171875	0	207784	trigger	120
407.435546875	0	208608	trigger	55
408.435546875	0	209120	trigger	35
409.619140625	0	209726	trigger	120
411.234375	0	210553	trigger	54
412.234375	0	211065	trigger	26
413.779296875	0	211856	trigger	121
415.16796875	0	212567	trigger	51
416.16796875	0	213079	trigger	19
417.5546875	0	213789	trigger	120
419.068359375	0	214564	trigger	56
420.068359375	0	215076	trigger	36
421.568359375	0	215844	trigger	120
423.1015625	0	216629	trigger	53
424.1015625	0	217141	trigger	17
425.04296875	0	217623	trigger	120
426.66796875	0	218455	trigger	56
427.66796875	0	218967	trigger	36
428.705078125	0	219498	trigger	120
430.185546875	0	220256	trigger	53
431.185546875	0	220768	trigger	21
432.306640625	0	221342	trigger	120
433.71875	0	222065	trigger	55
434.71875	0	222577	trigger	35
435.921875	0	223193	trigger	120
437.369140625	0	223934	trigger	56
438.369140625	0	224446	trigger	36
439.28125	0	224913	trigger	120
440.767578125	0	225674	trigger	54
441.767578125	0	226186	trigger	26
442.927734375	0	226780	trigger	120
444.333984375	0	227500	trigger	53
445.3359375	0	228013	trigger	25
446.544921875	0	228632	trigger	120
447.935546875	0	229344	trigger	52
448.935546875	0	229856	trigger	12
449.96875	0	230385	trigger	120
451.40234375	0	231119	trigger	51
452.40234375	0	231631	trigger	11
454.65625	0	232785	trigger	120
456.068359375	0	233508	trigger	53
457.068359375	0	234020	trigger	13
458.3046875	0	234653	trigger	120
459.634765625	0	235334	trigger	51
460.634765625	0	235846	trigger	11
462.83203125	0	236971	trigger	120
464.21875	0	237681	trigger	58
465.21875	0	238193	trigger	34
466.462890625	0	238830	trigger	120
467.90234375	0	239567	trigger	55
468.900390625	0	240078	trigger	35
469.88671875	0	240583	trigger	120
471.251953125	0	241282	trigger	57
472.251953125	0	241794	trigger	41
473.216796875	0	242288	trigger	120
474.634765625	0	243014	trigger	58
475.634765625	0	243526	trigger	34
477.326171875	0	244392	trigger	120
478.685546875	0	245088	trigger	53
479.685546875	0	245600	trigger	21
480.623046875	0	246080	trigger	120
482.05078125	0	246811	trigger	57
483.05078125	0	247323	trigger	33
484.431640625	0	248030	trigger	120
485.818359375	0	248740	trigger	55
486.818359375	0	249252	trigger	35
487.646484375	0	249676	trigger	120
489.068359375	0	250404	trigger	54
490.068359375	0	250916	trigger	18
491.1015625	0	251445	trigger	120
492.501953125	0	252162	trigger	58
493.501953125	0	252674	trigger	42
494.416015625	0	253142	trigger	120
495.884765625	0	253894	trigger	51
496.884765625	0	254406	trigger	11
498.685546875	0	255328	trigger	120
500.017578125	0	256010	trigger	53
501.017578125	0	256522	trigger	17
502.3828125	0	257221	trigger	120
503.767578125	0	257930	trigger	53
504.767578125	0	258442	trigger	13
505.90234375	0	259023	trigger	120
507.318359375	0	259748	trigger	52
508.318359375	0	260260	trigger	12
509.55078125	0	260891	trigger	120
510.951171875	0	261608	trigger	57
511.951171875	0	262120	trigger	37
512.796875	0	262553	trigger	120
514.201171875	0	263272	trigger	53
515.201171875	0	263784	trigger	17
516.4296875	0	264413	trigger	120
517.767578125	0	265098	trigger	51
518.767578125	0	265610	trigger	19
519.548828125	0	266010	trigger	120
520.966796875	0	266736	trigger	58
521.966796875	0	267248	trigger	34
523.421875	0	267993	trigger	120
524.75	0	268673	trigger	57
525.75	0	269185	trigger	37
528.30078125	0	270491	trigger	121
529.68359375	0	271199	trigger	56
530.68359375	0	271711	trigger	36
531.548828125	0	272154	trigger	120
533	0	272897	trigger	53
534	0	273409	trigger	17
534.94140625	0	273891	trigger	120
536.30078125	0	274587	trigger	53
537.30078125	0	275099	trigger	13
538.205078125	0	275562	trigger	120
539.56640625	0	276259	trigger	54
540.56640625	0	276771	trigger	26
543.197265625	0	278118	trigger	120
556.951171875	0	285160	trigger	54
557.951171875	0	285672	trigger	26
560.31640625	0	286883	trigger	120
562.3828125	0	287941	trigger	54
563.3828125	0	288453	trigger	22
565.259765625	0	289414	trigger	120
566.533203125	0	290066	trigger	51
567.533203125	0	290578	trigger	19
568.345703125	0	290994	trigger	120
569.716796875	0	291696	trigger	53
570.716796875	0	292208	trigger	21
571.626953125	0	292674	trigger	120
573.017578125	0	293386	trigger	52
574.017578125	0	293898	trigger	12
574.77734375	0	294287	trigger	120
576.083984375	0	294956	trigger	51
577.083984375	0	295468	trigger	19
579.498046875	0	296704	trigger	120
580.75	0	297345	trigger	52
581.75	0	297857	trigger	12
583.193359375	0	298596	trigger	120
584.55078125	0	299291	trigger	55
585.55078125	0	299803	trigger	35
586.458984375	0	300268	trigger	120
587.8828125	0	300997	trigger	52
588.8828125	0	301509	trigger	12
589.75390625	0	301955	trigger	120
591.1171875	0	302653	trigger	58
592.1171875	0	303165	trigger	38
594.6171875	0	304445	trigger	121
595.900390625	0	305102	trigger	57
596.900390625	0	305614	trigger	29
598.48828125	0	306427	trigger	120
599.8671875	0	307133	trigger	55
600.8671875	0	307645	trigger	35
602.15234375	0	308303	trigger	120
603.517578125	0	309002	trigger	53
604.517578125	0	309514	trigger	13
606.345703125	0	310450	trigger	121
607.666015625	0	311126	trigger	58
608.666015625	0	311638	trigger	30
610.296875	0	312473	trigger	120
611.69921875	0	313191	trigger	51
612.69921875	0	313703	trigger	19
613.48046875	0	314103	trigger	120
614.75	0	314753	trigger	52
615.75	0	315265	trigger	12
617.576171875	0	316200	trigger	120
618.916015625	0	316886	trigger	52
619.916015625	0	317398	trigger	12
621.865234375	0	318396	trigger	120
623.216796875	0	319088	trigger	55
624.216796875	0	319600	trigger	35
625.080078125	0	320042	trigger	120
626.349609375	0	320692	trigger	58
627.349609375	0	321204	trigger	30
629.048828125	0	322074	trigger	120
630.349609375	0	322740	trigger	52
631.349609375	0	323252	trigger	20
632.6640625	0	323925	trigger	120
633.966796875	0	324592	trigger	58
634.966796875	0	325104	trigger	38
636.041015625	0	325654	trigger	120
637.33203125	0	326315	trigger	55
638.33203125	0	326827	trigger	35
639.17578125	0	327259	trigger	120
640.533203125	0	327954	trigger	54
641.533203125	0	328466	trigger	22
642.359375	0	328889	trigger	120
643.716796875	0	329584	trigger	53
644.716796875	0	330096	trigger	21
645.55859375	0	330527	trigger	120
646.966796875	0	331248	trigger	56
647.966796875	0	331760	trigger	28
649.142578125	0	332362	trigger	120
650.548828125	0	333082	trigger	56
651.548828125	0	333594	trigger	28
653.25390625	0	334467	trigger	120
654.58203125	0	335147	trigger	55
655.58203125	0	335659	trigger	35
657.03125	0	336401	trigger	120
658.298828125	0	337050	trigger	57
659.298828125	0	337562	trigger	37
660.294921875	0	338072	trigger	120
661.6328125	0	338757	trigger	58
662.6328125	0	339269	trigger	34
663.55859375	0	339743	trigger	120
664.81640625	0	340387	trigger	56
665.81640625	0	340899	trigger	36
666.998046875	0	341504	trigger	120
668.482421875	0	342264	trigger	55
669.482421875	0	342776	trigger	27
670.8046875	0	343453	trigger	120
672.099609375	0	344116	trigger	56
673.099609375	0	344628	trigger	36
673.89453125	0	345035	trigger	120
675.25	0	345729	trigger	56
676.25	0	346241	trigger	28
677.447265625	0	346854	trigger	120
678.783203125	0	347538	trigger	55
679.783203125	0	348050	trigger	35
680.7734375	0	348557	trigger	120
682.1484375	0	349261	trigger	53
683.1484375	0	349773	trigger	13
684.470703125	0	350450	trigger	120
685.8828125	0	351173	trigger	51
686.8828125	0	351685	trigger	19
687.716796875	0	352112	trigger	120
689.115234375	0	352828	trigger	53
690.115234375	0	353340	trigger	17
691.396484375	0	353996	trigger	120
692.783203125	0	354706	trigger	56
693.783203125	0	355218	trigger	28
694.900390625	0	355790	trigger	120
696.19921875	0	356455	trigger	51
697.19921875	0	356967	trigger	19
699.876953125	0	358338	trigger	120
701.21484375	0	359023	trigger	53
702.21484375	0	359535	trigger	21
703.1875	0	360033	trigger	120
705.06640625	0	360995	trigger	58
706.06640625	0	361507	trigger	38
707.33203125	0	362155	trigger	121
708.615234375	0	362812	trigger	58
709.615234375	0	363324	trigger	38
710.291015625	0	363670	trigger	120
711.666015625	0	364374	trigger	51
712.666015625	0	364886	trigger	11
713.490234375	0	365308	trigger	120
714.765625	0	365961	trigger	51
715.765625	0	366473	trigger	19
716.67578125	0	366939	trigger	120
718.06640625	0	367651	trigger	54
719.06640625	0	368163	trigger	26
719.859375	0	368569	trigger	120
721.181640625	0	369246	trigger	53
722.181640625	0	369758	trigger	17
723.05859375	0	370207	trigger	120
724.3828125	0	370885	trigger	55
725.3828125	0	371397	trigger	27
726.435546875	0	371936	trigger	120
727.681640625	0	372574	trigger	58
728.681640625	0	373086	trigger	42
729.794921875	0	373656	trigger	120
805.564453125	0	412450	trigger	52
806.564453125	0	412962	trigger	12
807.583984375	0	413484	trigger	120
808.8984375	0	414157	trigger	58
809.8984375	0	414669	trigger	30
810.560546875	0	415008	trigger	120
811.880859375	0	415684	trigger	55
812.880859375	0	416196	trigger	27
813.759765625	0	416646	trigger	120
815.115234375	0	417340	trigger	51
816.115234375	0	417852	trigger	19
816.83203125	0	418219	trigger	120
818.1640625	0	418901	trigger	52
819.1640625	0	419413	trigger	12
819.83984375	0	419759	trigger	120
821.115234375	0	420412	trigger	51
822.115234375	0	420924	trigger	11
823.150390625	0	421454	trigger	120
824.53125	0	422161	trigger	55
825.53125	0	422673	trigger	35
826.302734375	0	423068	trigger	120
827.6640625	0	423765	trigger	57
828.6640625	0	424277	trigger	29
829.62890625	0	424771	trigger	120
830.96484375	0	425455	trigger	55
831.96484375	0	425967	trigger	35
832.623046875	0	426304	trigger	120
834.03125	0	427025	trigger	52
835.03125	0	427537	trigger	20
836.19140625	0	428131	trigger	121
837.498046875	0	428800	trigger	52
838.498046875	0	429312	trigger	12
839.693359375	0	429924	trigger	120
841.064453125	0	430626	trigger	58
842.064453125	0	431138	trigger	30
842.98828125	0	431611	trigger	120
844.34765625	0	432307	trigger	58
845.34765625	0	432819	trigger	42
845.96484375	0	433135	trigger	120
847.4140625	0	433877	trigger	52
848.4140625	0	434389	trigger	20
849.755859375	0	435076	trigger	121
851.046875	0	435737	trigger	51
852.046875	0	436249	trigger	11
852.716796875	0	436592	trigger	120
854.130859375	0	437316	trigger	52
855.130859375	0	437828	trigger	20
856.189453125	0	438370	trigger	120
857.61328125	0	439099	trigger	55
858.61328125	0	439611	trigger	27
859.357421875	0	439992	trigger	120
860.580078125	0	440618	trigger	57
861.580078125	0	441130	trigger	41
862.236328125	0	441466	trigger	120
863.646484375	0	442188	trigger	51
864.646484375	0	442700	trigger	11
865.580078125	0	443178	trigger	120
866.880859375	0	443844	trigger	53
867.880859375	0	444356	trigger	17
868.892578125	0	444874	trigger	120
870.21484375	0	445551	trigger	51
871.21484375	0	446063	trigger	19
872.474609375	0	446708	trigger	120
873.880859375	0	447428	trigger	55
874.880859375	0	447940	trigger	27
875.96484375	0	448495	trigger	120
877.34765625	0	449203	trigger	58
878.34765625	0	449715	trigger	30
879.162109375	0	450132	trigger	120
880.46484375	0	450799	trigger	58
881.46484375	0	451311	trigger	38
882.21875	0	451697	trigger	120
883.61328125	0	452411	trigger	53
884.61328125	0	452923	trigger	21
886.251953125	0	453762	trigger	120
887.564453125	0	454434	trigger	54
888.564453125	0	454946	trigger	14
889.40234375	0	455375	trigger	120
890.796875	0	456089	trigger	52
891.796875	0	456601	trigger	12
893.001953125	0	457218	trigger	120
894.396484375	0	457932	trigger	55
895.396484375	0	458444	trigger	35
896.283203125	0	458898	trigger	120
897.59765625	0	459571	trigger	55
898.59765625	0	460083	trigger	27
900.21875	0	460913	trigger	120
901.564453125	0	461602	trigger	54
902.564453125	0	462114	trigger	14
903.8984375	0	462797	trigger	120
905.28125	0	463505	trigger	53
906.28125	0	464017	trigger	25
907.275390625	0	464526	trigger	120
908.61328125	0	465211	trigger	56
909.61328125	0	465723	trigger	28
911.146484375	0	466508	trigger	120
912.513671875	0	467208	trigger	55
913.513671875	0	467720	trigger	27
914.634765625	0	468294	trigger	120
915.99609375	0	468991	trigger	53
916.99609375	0	469503	trigger	21
918.42578125	0	470235	trigger	120
919.73046875	0	470903	trigger	56
920.73046875	0	471415	trigger	36
922.712890625	0	472430	trigger	120
924.013671875	0	473096	trigger	54
925.013671875	0	473608	trigger	18
926.103515625	0	474166	trigger	120
927.49609375	0	474879	trigger	57
928.49609375	0	475391	trigger	37
929.146484375	0	475724	trigger	120
930.49609375	0	476415	trigger	57
931.49609375	0	476927	trigger	33
932.552734375	0	477468	trigger	120
933.880859375	0	478148	trigger	55
934.880859375	0	478660	trigger	27
936.6796875	0	479581	trigger	120
937.9296875	0	480221	trigger	58
938.9296875	0	480733	trigger	34
940.328125	0	481449	trigger	120
941.580078125	0	482090	trigger	55
942.580078125	0	482602	trigger	27
943.54296875	0	483095	trigger	120
944.86328125	0	483771	trigger	58
945.86328125	0	484283	trigger	34
946.9375	0	484833	trigger	120
948.1796875	0	485469	trigger	55
949.1796875	0	485981	trigger	27
950.0390625	0	486421	trigger	120
951.345703125	0	487090	trigger	57
952.345703125	0	487602	trigger	37
953.240234375	0	488060	trigger	120
954.5625	0	488737	trigger	57
955.5625	0	489249	trigger	41
956.7109375	0	489837	trigger	120
958.029296875	0	490512	trigger	52
959.029296875	0	491024	trigger	12
960.87109375	0	491967	trigger	121
962.330078125	0	492714	trigger	56
963.330078125	0	493226	trigger	36
964.21484375	0	493679	trigger	120
965.580078125	0	494378	trigger	52
966.580078125	0	494890	trigger	12
967.671875	0	495449	trigger	120
989.263671875	0	506504	trigger	58
990.263671875	0	507016	trigger	34
991.732421875	0	507768	trigger	120
993.212890625	0	508526	trigger	54
994.212890625	0	509038	trigger	22
995.20703125	0	509547	trigger	120
996.529296875	0	510224	trigger	57
997.529296875	0	510736	trigger	33
998.486328125	0	511226	trigger	120
999.728515625	0	511862	trigger	57
1000.728515625	0	512374	trigger	29
1001.685546875	0	512864	trigger	120
1002.978515625	0	513526	trigger	53
1003.978515625	0	514038	trigger	21
1004.61328125	0	514363	trigger	120
1005.99609375	0	515071	trigger	58
1006.99609375	0	515583	trigger	34
1008.052734375	0	516124	trigger	120
1009.478515625	0	516854	trigger	51
1010.478515625	0	517366	trigger	19
1011.333984375	0	517804	trigger	120
1012.6796875	0	518493	trigger	57
1013.6796875	0	519005	trigger	29
1014.59765625	0	519475	trigger	120
1015.896484375	0	520140	trigger	54
1016.896484375	0	520652	trigger	18
1018.35546875	0	521399	trigger	120
1019.6796875	0	522077	trigger	57
1020.6796875	0	522589	trigger	33
1021.68359375	0	523103	trigger	120
1022.9453125	0	523749	trigger	58
1023.9453125	0	524261	trigger	30
1025.203125	0	524905	trigger	120
1026.4296875	0	525533	trigger	53
1027.4296875	0	526045	trigger	13
1029.076171875	0	526888	trigger	120
1030.544921875	0	527640	trigger	55
1031.544921875	0	528152	trigger	35
1032.068359375	0	528420	trigger	120
1033.49609375	0	529151	trigger	52
1034.49609375	0	529663	trigger	12
1036.099609375	0	530484	trigger	121
1037.412109375	0	531156	trigger	53
1038.412109375	0	531668	trigger	25
1039.060546875	0	532000	trigger	120
1040.4296875	0	532701	trigger	57
1041.4296875	0	533213	trigger	29
1042.29296875	0	533655	trigger	120
1043.646484375	0	534348	trigger	55
1044.646484375	0	534860	trigger	35
1045.796875	0	535449	trigger	120
1047.1796875	0	536157	trigger	52
1048.1796875	0	536669	trigger	20
1048.8203125	0	536997	trigger	120
1050.12890625	0	537667	trigger	51
1051.12890625	0	538179	trigger	11
1051.859375	0	538553	trigger	120
1053.111328125	0	539194	trigger	51
1054.111328125	0	539706	trigger	19
1054.947265625	0	540134	trigger	120
1056.3125	0	540833	trigger	55
1057.3125	0	541345	trigger	35
1058.1484375	0	541773	trigger	120
1059.529296875	0	542480	trigger	58
1060.529296875	0	542992	trigger	38
1061.6015625	0	543541	trigger	120
1062.9453125	0	544229	trigger	51
1063.9453125	0	544741	trigger	11
1064.8828125	0	545221	trigger	120
1066.177734375	0	545884	trigger	54
1067.177734375	0	546396	trigger	18
1068.033203125	0	546834	trigger	120
1069.49609375	0	547583	trigger	57
1070.49609375	0	548095	trigger	41
1071.203125	0	548457	trigger	120
1072.611328125	0	549178	trigger	52
1073.611328125	0	549690	trigger	20
1075.330078125	0	550570	trigger	120
1076.677734375	0	551260	trigger	58
1077.677734375	0	551772	trigger	42
1078.41796875	0	552151	trigger	120
1079.779296875	0	552848	trigger	56
1080.779296875	0	553360	trigger	36
1081.73046875	0	553847	trigger	120
1083.111328125	0	554554	trigger	57
1084.111328125	0	555066	trigger	33
1084.9609375	0	555501	trigger	120
1086.26171875	0	556167	trigger	56
1087.26171875	0	556679	trigger	28
1089.12109375	0	557631	trigger	120
