onset	duration	sample	type	value
1.833984375	0	940	trigger	111
468.236328125	0	239738	trigger	56
469.236328125	0	240250	trigger	28
471.2421875	0	241277	trigger	121
475.751953125	0	243586	trigger	53
476.751953125	0	244098	trigger	25
480.521484375	0	246028	trigger	120
485.935546875	0	248800	trigger	54
486.935546875	0	249312	trigger	18
488.423828125	0	250074	trigger	120
493.001953125	0	252418	trigger	54
494.001953125	0	252930	trigger	18
495.14453125	0	253515	trigger	121
496.6015625	0	254261	trigger	54
497.6015625	0	254773	trigger	22
499.2578125	0	255621	trigger	121
504.453125	0	258281	trigger	53
505.453125	0	258793	trigger	17
507.751953125	0	259970	trigger	121
515.736328125	0	264058	trigger	53
516.736328125	0	264570	trigger	17
518.15234375	0	265295	trigger	121
598.400390625	0	306382	trigger	54
599.400390625	0	306894	trigger	22
601.01171875	0	307719	trigger	120
605.16796875	0	309847	trigger	55
606.16796875	0	310359	trigger	27
607.203125	0	310889	trigger	120
613.818359375	0	314276	trigger	52
614.818359375	0	314788	trigger	12
617.21875	0	316017	trigger	121
620.767578125	0	317834	trigger	54
621.767578125	0	318346	trigger	26
623.650390625	0	319310	trigger	120
626.650390625	0	320846	trigger	57
627.650390625	0	321358	trigger	37
628.771484375	0	321932	trigger	120
630.75	0	322945	trigger	56
631.75	0	323457	trigger	36
633.82421875	0	324519	trigger	121
635.80078125	0	325531	trigger	57
636.80078125	0	326043	trigger	33
638.146484375	0	326732	trigger	120
640.216796875	0	327792	trigger	54
641.216796875	0	328304	trigger	18
643.474609375	0	329460	trigger	120
645.25	0	330369	trigger	55
646.25	0	330881	trigger	35
648.177734375	0	331868	trigger	120
649.734375	0	332665	trigger	53
650.734375	0	333177	trigger	13
652.12890625	0	333891	trigger	120
657.05078125	0	336411	trigger	55
658.05078125	0	336923	trigger	35
659.28125	0	337553	trigger	121
660.984375	0	338425	trigger	58
661.984375	0	338937	trigger	42
663.359375	0	339641	trigger	120
664.767578125	0	340362	trigger	54
665.767578125	0	340874	trigger	14
667.552734375	0	341788	trigger	120
668.916015625	0	342486	trigger	53
669.916015625	0	342998	trigger	25
672.142578125	0	344138	trigger	120
673.583984375	0	344876	trigger	55
674.583984375	0	345388	trigger	35
678.65625	0	347473	trigger	120
680.033203125	0	348178	trigger	55
681.033203125	0	348690	trigger	35
682.81640625	0	349603	trigger	120
684.18359375	0	350303	trigger	57
685.18359375	0	350815	trigger	41
687.34375	0	351921	trigger	120
688.833984375	0	352684	trigger	56
689.833984375	0	353196	trigger	28
690.9609375	0	353773	trigger	120
692.25	0	354433	trigger	53
693.25	0	354945	trigger	13
695.279296875	0	355984	trigger	120
696.6328125	0	356677	trigger	57
697.6328125	0	357189	trigger	41
699.0859375	0	357933	trigger	120
700.43359375	0	358623	trigger	57
701.43359375	0	359135	trigger	41
702.943359375	0	359908	trigger	120
704.150390625	0	360526	trigger	52
705.150390625	0	361038	trigger	12
706.525390625	0	361742	trigger	120
708.033203125	0	362514	trigger	57
709.033203125	0	363026	trigger	33
710.4296875	0	363741	trigger	120
711.732421875	0	364408	trigger	55
712.732421875	0	364920	trigger	27
