onset	duration	sample	type	value
0.921875	0	473	trigger	254
1.921875	0	985	trigger	111
237.78515625	0	121747	trigger	55
238.78515625	0	122259	trigger	27
240.080078125	0	122922	trigger	120
243.46875	0	124657	trigger	55
244.466796875	0	125168	trigger	27
245.6796875	0	125789	trigger	121
247.767578125	0	126858	trigger	54
248.767578125	0	127370	trigger	14
250.4453125	0	128229	trigger	120
254.634765625	0	130374	trigger	56
255.634765625	0	130886	trigger	36
259.40625	0	132817	trigger	120
260.8671875	0	133565	trigger	56
261.8671875	0	134077	trigger	28
263.388671875	0	134856	trigger	120
265.318359375	0	135844	trigger	55
266.318359375	0	136356	trigger	27
268.20703125	0	137323	trigger	120
271.150390625	0	138830	trigger	51
272.150390625	0	139342	trigger	19
273.61328125	0	140091	trigger	120
275.216796875	0	140912	trigger	55
276.216796875	0	141424	trigger	27
277.91796875	0	142295	trigger	121
280.1171875	0	143421	trigger	58
281.1171875	0	143933	trigger	38
283.7890625	0	145301	trigger	121
285.31640625	0	146083	trigger	51
286.31640625	0	146595	trigger	11
288.556640625	0	147742	trigger	120
291.05078125	0	149019	trigger	57
292.05078125	0	149531	trigger	41
294.044921875	0	150552	trigger	121
296.1171875	0	151613	trigger	54
297.1171875	0	152125	trigger	18
298.556640625	0	152862	trigger	120
300.41796875	0	153815	trigger	54
301.41796875	0	154327	trigger	22
303.642578125	0	155466	trigger	121
306.18359375	0	156767	trigger	51
307.18359375	0	157279	trigger	11
308.21875	0	157809	trigger	120
309.91796875	0	158679	trigger	54
310.91796875	0	159191	trigger	18
311.99609375	0	159743	trigger	120
314.3828125	0	160965	trigger	55
315.3828125	0	161477	trigger	27
316.5390625	0	162069	trigger	120
318.283203125	0	162962	trigger	53
319.283203125	0	163474	trigger	17
320.939453125	0	164322	trigger	120
323.267578125	0	165514	trigger	57
324.267578125	0	166026	trigger	33
325.33984375	0	166575	trigger	120
327.55078125	0	167707	trigger	58
328.55078125	0	168219	trigger	30
329.5625	0	168737	trigger	120
331.833984375	0	169900	trigger	53
332.833984375	0	170412	trigger	13
333.994140625	0	171006	trigger	120
335.68359375	0	171871	trigger	53
336.68359375	0	172383	trigger	13
339.40234375	0	173775	trigger	120
341.099609375	0	174644	trigger	53
342.099609375	0	175156	trigger	21
343.78515625	0	176019	trigger	120
345.400390625	0	176846	trigger	57
346.400390625	0	177358	trigger	37
347.14453125	0	177739	trigger	120
349.982421875	0	179192	trigger	54
350.982421875	0	179704	trigger	14
352.521484375	0	180492	trigger	120
353.916015625	0	181206	trigger	56
354.916015625	0	181718	trigger	28
357.578125	0	183081	trigger	120
358.982421875	0	183800	trigger	57
359.982421875	0	184312	trigger	29
361.833984375	0	185260	trigger	120
363.31640625	0	186019	trigger	52
364.31640625	0	186531	trigger	20
366.13671875	0	187463	trigger	121
367.56640625	0	188195	trigger	51
368.56640625	0	188707	trigger	11
369.623046875	0	189248	trigger	120
371.43359375	0	190175	trigger	55
372.43359375	0	190687	trigger	27
374.6640625	0	191829	trigger	120
376.56640625	0	192803	trigger	56
377.56640625	0	193315	trigger	36
378.568359375	0	193828	trigger	121
380.93359375	0	195039	trigger	55
381.93359375	0	195551	trigger	27
382.87109375	0	196031	trigger	120
384.416015625	0	196822	trigger	56
385.416015625	0	197334	trigger	36
386.83984375	0	198063	trigger	120
388.3828125	0	198853	trigger	53
389.3828125	0	199365	trigger	13
391.494140625	0	200446	trigger	120
393.3828125	0	201413	trigger	57
394.3828125	0	201925	trigger	29
398.15234375	0	203855	trigger	120
399.615234375	0	204604	trigger	53
400.615234375	0	205116	trigger	17
401.78515625	0	205715	trigger	121
403.916015625	0	206806	trigger	57
404.916015625	0	207318	trigger	33
406.056640625	0	207902	trigger	120
407.666015625	0	208726	trigger	54
408.666015625	0	209238	trigger	22
410.375	0	210113	trigger	121
411.83203125	0	210859	trigger	56
412.83203125	0	211371	trigger	28
416.375	0	213185	trigger	120
417.732421875	0	213880	trigger	54
418.732421875	0	214392	trigger	26
420.55078125	0	215323	trigger	120
422.06640625	0	216099	trigger	58
423.06640625	0	216611	trigger	34
424.85546875	0	217527	trigger	120
426.33203125	0	218283	trigger	51
427.33203125	0	218795	trigger	11
428.646484375	0	219468	trigger	120
430.06640625	0	220195	trigger	56
431.06640625	0	220707	trigger	36
